ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,103,8,379,297,5,98,122,165,1921
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,91,8,233,216,5,87,99,145,1800
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,10,2,30,36,3,21,9,23,379
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,40,NIAGARA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,453500,800000041725,NIAGARA UNIVERSITY,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,241,9,271,574,2,241,180,643,1892
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,114,3,82,198,0,139,110,230,1276
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,16,0,13,42,0,15,13,43,256
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,5,1,20,25,0,2,1,2,13
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,5,1,20,25,0,2,1,2,13
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,3,1,12,12,0,0,0,1,4
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,41,4,131,135,1,30,11,27,190
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,40,4,122,129,1,30,10,27,188
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,15,2,50,63,1,5,6,9,63
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,7,1,29,43,0,3,3,13,31
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,7,1,29,43,0,3,3,13,31
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,13,16,0,1,3,2,13
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,30,5,106,129,3,6,8,52,143
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,30,5,105,129,3,6,8,49,143
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,15,1,43,63,1,2,2,21,43
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,5,1,16,26,0,2,1,1,18
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,5,1,15,26,0,1,1,1,18
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,5,15,0,0,1,1,8
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,23,4,87,109,2,8,3,37,117
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,23,4,84,108,2,8,2,37,117
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,9,2,47,68,1,2,2,18,51
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,4,2,19,25,0,0,2,2,19
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,4,2,19,25,0,0,2,2,19
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,2,6,12,0,0,0,0,8
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,16,4,76,90,0,11,6,22,124
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,16,4,76,90,0,10,6,22,124
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,7,2,42,51,0,7,3,9,52
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,0,29,26,1,5,4,0,16
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3,0,29,26,1,5,4,0,16
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,13,12,1,3,2,0,3
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,16,5,75,83,3,11,2,34,109
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,16,5,75,82,3,11,2,28,109
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,10,2,36,43,2,4,0,10,48
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,5,2,29,33,0,5,7,1,44
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,5,2,29,33,0,5,7,1,44
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,2,7,18,0,5,4,0,17
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,11,0,75,100,1,10,6,39,79
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,11,0,70,100,1,10,6,36,79
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,3,0,24,49,0,4,3,20,32
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,454500,800000039179,NYACK COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,64,14,247,177,3,28,46,0,467
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,53,13,227,160,3,27,43,0,431
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,34,3,80,47,2,10,20,0,212
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,13,5,77,48,0,5,13,0,115
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,11,5,71,42,0,4,12,0,97
Fall of 2019,53,SCHENECTADY,0,SUNY,0,PUBLIC,0,2-Year,277500,800000038336,SCHENECTADY COUNTY COMMUNITY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,6,1,13,10,0,1,5,0,22
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,537,26,782,759,13,228,8195,1037,2971
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,492,21,604,655,11,224,6189,864,2776
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,142,7,178,271,1,66,175,124,794
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,0,1,0,0,0,1,1
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,0,0,0,0,0,1,1
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,0,0,0,0,0,0,1
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1555,41,1965,1902,9,1676,691,1297,6567
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1403,33,1360,1451,9,1397,545,1099,6047
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,160,3,209,280,1,76,40,148,1019
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,1,1,0,1,1,1,8
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,1,1,1,4
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,1,0,0,3
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1716,41,2762,2849,8,1782,1172,1699,7623
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1361,21,1376,1850,6,1292,651,1198,6507
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,167,5,185,280,2,79,54,205,1071
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,455510,800000047852,PACE UNIVERSITY - NYC CAMPUS,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
